,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Landing Aircraft Type,Aircraft Body Type,Aircraft Manufacturer,Aircraft Model,Landing Count,Total Landed Weight
15711,China Airlines,CI,China Airlines,CI,International,Asia,Passenger,Wide Body,Boeing,747,30,18900000
15712,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Freighter,Wide Body,Boeing,747,8,5328000
15713,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Passenger,Wide Body,Boeing,747,60,37800000
15714,British Airways,BA,British Airways,BA,International,Europe,Passenger,Wide Body,Boeing,747,60,37800000
15715,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Passenger,Wide Body,Boeing,777,17,7820000
15716,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Freighter,Wide Body,Boeing,747,27,17982000
15717,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Fairchild,SA-227,4,56000
15718,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,B-99,2,21800
15719,Ameriflight,A8,Ameriflight,A8,Domestic,US,Freighter,Turbo Prop,Beechcraft,1900C,19,305900
15720,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,142,5854092
15721,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,218,28340000
15722,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,McDonnell Douglas,MD-80,240,31200000
15723,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,118,36580000
15724,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Wide Body,Boeing,767,115,31050000
15725,American Airlines,AA,American Airlines,AA,Domestic,US,Passenger,Narrow Body,Boeing,757,244,48312000
15726,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Passenger,Wide Body,Boeing,777,31,17174000
15727,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,28,4096400
15728,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,43,6290900
15729,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Passenger,Narrow Body,Boeing,737,32,4608000
15730,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,74,10656000
15731,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,117,15116400
15732,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Passenger,Narrow Body,Boeing,737,88,10648000
15733,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Passenger,Narrow Body,Boeing,737,156,19968000
15734,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,777,20,9400000
15735,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,1,630000
15736,Air France,AF,Air France,AF,International,Europe,Passenger,Wide Body,Boeing,747,30,17871794
15737,Air China,CA,Air China,CA,International,Asia,Combi,Wide Body,Boeing,747,28,17640000
15738,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Regional Jet,Embraer,ERJ,142,13461174
15739,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,7,995379
15740,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A320,45,6398865
15741,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,85,11430885
15742,Air Canada,AC,Air Canada,AC,International,Canada,Passenger,Narrow Body,Airbus,A319,1,134481
15743,Aeromexico,AM,Aeromexico,AM,International,Mexico,Passenger,Narrow Body,Boeing,737,30,3840000
15744,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Passenger,Wide Body,Airbus,A330,17,6776939
15745,ABX Air,GB,ABX Air,GB,Domestic,US,Freighter,Wide Body,Boeing,767,85,23582000
15746,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,146,9782000
15747,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,117,16625700
15748,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,23,3169400
15749,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,13,1847300
15750,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A320,26,3697200
15751,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,222,30569400
15752,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,177,30355500
15753,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,12,1653600
15754,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,2,292600
15755,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Passenger,Narrow Body,Boeing,737,13,1679600
15756,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000
15757,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A320,303,43086600
15758,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,674,92877200
15759,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A320,39,5545722
15760,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A320,30,4265940
15761,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,1029,146321742
15762,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,28,3858036
15763,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,90,12400830
15764,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,553,76196211
15765,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,89,40940000
15766,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,116,53360000
15767,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,6,2760000
15768,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,113,50285000
15769,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,50,16000000
15770,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,276,82800000
15771,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,4,792000
15772,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1133,224334000
15773,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000
15774,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,30,18900000
15775,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,94,59220000
15776,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,747,9,5670000
15777,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,26,2860000
15778,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,101,11514000
15779,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,50,11200000
15780,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1,198000
15781,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,48,7550400
15782,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,17,2504100
15783,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,310,44640000
15784,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,10,1280000
15785,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,34,4834800
15786,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A319,5,687500
15787,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,19,2775800
15788,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,11,1421200
15789,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,30,14729010
15790,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,862,110336000
15791,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,36,3960000
15792,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,384,43776000
15793,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1861,48013800
15794,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,49,3675000
15795,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,4,268000
15796,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,187,12529000
15797,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,485,32495000
15798,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,1122,52734000
15799,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,86,4042000
15800,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,60,2820000
15801,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,60,33170280
15802,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,8,5096000
15803,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,10,6344000
15804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,3,1256622
15805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,28,17640000
15806,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Passenger,Wide Body,Airbus,A330,30,12036000
15807,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,77,10949400
15808,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,87,12371400
15809,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A319,29,3897600
15810,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Boeing,757,116,25984000
15811,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Boeing,757,67,13266000
15812,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Wide Body,Boeing,747,8,5040000
15813,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Freighter,Wide Body,Boeing,747,29,18908000
15814,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Passenger,Narrow Body,Boeing,717,30,3000000
15815,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A320,13,1848886
15816,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A319,57,7666785
15817,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Passenger,Narrow Body,Airbus,A318,29,3676185
15818,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,4,300000
15819,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Airbus,A340,30,17130000
15820,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Passenger,Wide Body,Boeing,747,30,18900000
15821,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Passenger,Wide Body,Boeing,777,21,9660000
15822,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,3,1956000
15823,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Freighter,Wide Body,Boeing,747,27,17631000
15824,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Freighter,Wide Body,Boeing,747,1,652022
15825,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Combi,Wide Body,Boeing,747,30,18843000
15826,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Regional Jet,Embraer,ERJ,30,2910090
15827,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Passenger,Narrow Body,Airbus,A320,180,25596000
15828,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Passenger,Wide Body,Boeing,777,30,16620000
15829,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,16,5120000
15830,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,14,4130000
15831,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,73,9818500
15832,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A318,47,5945500
15833,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,38,16304000
15834,Federal Express,FX,Federal Express,FX,Domestic,US,Freighter,Wide Body,McDonnell Douglas,DC-10,4,1498000
15835,EVA Airways,BR,EVA Airways,BR,International,Asia,Passenger,Wide Body,Boeing,777,44,24376000
15836,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,43,6114600
15837,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Passenger,Narrow Body,Airbus,A320,55,7821000
15838,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Passenger,Wide Body,Airbus,A330,31,12437200
15839,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Boeing,747,24,15120000
15840,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Passenger,Wide Body,Airbus,A340,6,2513244
15841,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,7,4410000
15842,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,11,7007000
15843,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Passenger,Wide Body,Boeing,777,62,34275956
15844,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CL600,62,2914000
15845,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CL600,47,2209000
15846,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,879,41313000
15847,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,405,27135000
15848,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Passenger,Regional Jet,Bombardier,CRJ,183,12261000
15849,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,5,335000
15850,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Passenger,Regional Jet,Bombardier,CRJ,21,1575000
15851,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Passenger,Turbo Prop,Embraer,EMB,1848,47678400
15852,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,357,40698000
15853,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,45,4950000
15854,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Passenger,Narrow Body,Boeing,737,874,111872000
15855,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Passenger,Narrow Body,Boeing,737,17,2484700
15856,TACA,TA,TACA,TA,International,Central America,Passenger,Narrow Body,Airbus,A320,31,4408200
15857,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,1,110000
15858,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,28,3584000
15859,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,247,35568000
15860,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,29,4271700
15861,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A321,195,33442500
15862,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,62,9752600
15863,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1,198000
15864,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,46,10304000
15865,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,1,300000
15866,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,1,350000
15867,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,81,9234000
15868,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Boeing,737,2,228000
15869,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,737,101,11110000
15870,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,747,1,630000
15871,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,747,124,78120000
15872,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Passenger,Wide Body,Boeing,747,31,19530000
15873,Virgin America,VX,Virgin America,VX,Domestic,US,Passenger,Narrow Body,Airbus,A319,658,90672400
15874,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,747,31,19530000
15875,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Boeing,757,1143,226314000
15876,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Boeing,757,1,198000
15877,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,249,74700000
15878,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,767,46,14720000
15879,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,123,54735000
15880,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Wide Body,Boeing,777,4,1840000
15881,United Airlines,UA,United Airlines,UA,International,Asia,Passenger,Wide Body,Boeing,777,93,42780000
15882,United Airlines,UA,United Airlines,UA,International,Europe,Passenger,Wide Body,Boeing,777,92,42320000
15883,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A319,599,82534413
15884,United Airlines,UA,United Airlines,UA,International,Canada,Passenger,Narrow Body,Airbus,A319,102,14054274
15885,United Airlines,UA,United Airlines,UA,International,Mexico,Passenger,Narrow Body,Airbus,A319,21,2893527
15886,United Airlines,UA,United Airlines,UA,Domestic,US,Passenger,Narrow Body,Airbus,A320,863,122716874
15887,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Boeing,737,1,114000
15888,Emirates,EK,Emirates,EK,International,Middle East,Passenger,Wide Body,Boeing,777,31,15219977
15889,US Airways,US,US Airways,US,Domestic,US,Passenger,Narrow Body,Airbus,A319,15,2067000
15890,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Passenger,Wide Body,Boeing,767,13,3835000
15891,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Passenger,Narrow Body,Airbus,A319,89,11970500
